feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.unclassified	Diagnosis	IPF	0.518274752140977	0.368477626821011	19	19	0.177584168728353	0.603151949208552
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Bacteroides.s__Bacteroides_sp_CAG_545	Diagnosis	IPF	0.725008079199741	0.576850963921803	19	2	0.225807629934004	0.604841865894655
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Lachnoclostridium.s__Clostridium_clostridioforme	Diagnosis	IPF	-0.37450079833365	0.297614312230581	19	2	0.225276279790793	0.604841865894655
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Blautia.s__Ruminococcus_gnavus	Diagnosis	IPF	0.956724587340123	0.763586003552149	19	6	0.227189686692918	0.60500643616998
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Streptococcus.s__Streptococcus_mutans	Diagnosis	IPF	0.741530008656755	0.592223271000724	19	2	0.227482419999912	0.60500643616998
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside..g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.612992047008165	0.49092455633073	19	3	0.228716253951061	0.60613848220246
LACTOSECAT.PWY..lactose.and.galactose.degradation.I.g__Streptococcus.s__Streptococcus_lutetiensis	Diagnosis	IPF	0.812661985428549	0.658540414433401	19	2	0.233978337999308	0.609318588539863
PWY.5097..L.lysine.biosynthesis.VI.g__Bacteroides.s__Bacteroides_thetaiotaomicron	Diagnosis	IPF	-1.09086609823688	0.878003300732547	19	13	0.230940592721409	0.609318588539863
PWY.5097..L.lysine.biosynthesis.VI.g__Ruminococcus.s__Ruminococcus_sp_CAG_254	Diagnosis	IPF	0.429706110703285	0.348091808828669	19	3	0.233823297444867	0.609318588539863
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Clostridium.s__Clostridium_sp_CAG_226	Diagnosis	IPF	-0.401181786352988	0.324158027643557	19	2	0.232681832607773	0.609318588539863
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Ruminococcus.s__Ruminococcus_sp_CAG_254	Diagnosis	IPF	0.430694570104646	0.348350225997665	19	3	0.23312633451532	0.609318588539863
LACTOSECAT.PWY..lactose.and.galactose.degradation.I.g__Streptococcus.s__Streptococcus_salivarius	Diagnosis	IPF	0.63877759129518	0.521085823326385	19	5	0.236963153557356	0.614956280858191
PWY.7977..L.methionine.biosynthesis.IV.g__Erysipelatoclostridium.s__Clostridium_innocuum	Diagnosis	IPF	-0.429880827232984	0.352997486026677	19	2	0.23993310930115	0.619719612602474
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Agathobaculum.s__Agathobaculum_butyriciproducens	Diagnosis	IPF	-0.693574588338014	0.570184555816583	19	10	0.24045120968976	0.619719612602474
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli..g__Oscillibacter.s__Oscillibacter_sp_CAG_241	Diagnosis	IPF	-0.451412626472141	0.374790265016621	19	2	0.244920829385621	0.624450010942372
P125.PWY..superpathway.of..R.R..butanediol.biosynthesis.unclassified	Diagnosis	IPF	0.673874051858039	0.558264950253165	19	5	0.243926870450641	0.624450010942372
PWY.5097..L.lysine.biosynthesis.VI.g__Bacteroides.s__Bacteroides_caccae	Diagnosis	IPF	0.708084793402292	0.587872146598701	19	8	0.244903107813643	0.624450010942372
PWY.5097..L.lysine.biosynthesis.VI.g__Butyrivibrio.s__Butyrivibrio_sp_CAG_318	Diagnosis	IPF	0.389562860836284	0.323935910265586	19	3	0.245617004304	0.624450010942372
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle..g__Faecalibacterium.s__Faecalibacterium_prausnitzii	Diagnosis	IPF	-0.464174669784496	0.387759626405084	19	2	0.247706849936427	0.627635599501082
PWY.5913..partial.TCA.cycle..obligate.autotrophs..unclassified	Diagnosis	IPF	0.932867994469128	0.785720132000615	19	17	0.251443823271338	0.633122519114945
PWY.6396..superpathway.of.2.3.butanediol.biosynthesis.unclassified	Diagnosis	IPF	0.427326794177066	0.36038616518252	19	3	0.252031969043116	0.633122519114945
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_caccae	Diagnosis	IPF	0.922307855865192	0.778464788575202	19	9	0.252404844287158	0.633122519114945
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	Diagnosis	IPF	0.621538162916943	0.530061322513426	19	5	0.25713501336075	0.642837533401874
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Ruminococcus.s__Ruminococcus_lactaris	Diagnosis	IPF	-0.698936520145046	0.598050324573375	19	4	0.258655696979831	0.644490939318516
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	Diagnosis	IPF	-1.04171815462267	0.90012744693755	19	16	0.263152392662758	0.650080405972139
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle..g__Blautia.s__Blautia_obeum	Diagnosis	IPF	-0.411947865605476	0.355271731523205	19	4	0.262268183897465	0.650080405972139
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Oscillibacter.s__Oscillibacter_sp_CAG_241	Diagnosis	IPF	-0.730414602023381	0.631612605096711	19	3	0.263499257887374	0.650080405972139
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Clostridium.s__Clostridium_disporicum	Diagnosis	IPF	0.504813925314333	0.442343672446057	19	3	0.269597834118681	0.662945493734461
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis.g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	-0.705447355780713	0.624978481729985	19	3	0.274678956172692	0.665525522307877
PWY.6897..thiamine.diphosphate.salvage.II.g__Bifidobacterium.s__Bifidobacterium_adolescentis	Diagnosis	IPF	1.19512759677963	1.05715139103487	19	7	0.273956615498298	0.665525522307877
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Bifidobacterium.s__Bifidobacterium_adolescentis	Diagnosis	IPF	1.16373058177514	1.03040305374122	19	7	0.274416908736361	0.665525522307877
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..unclassified	Diagnosis	IPF	-0.4522876333423	0.39875468611024	19	19	0.27243108789917	0.665525522307877
RHAMCAT.PWY..L.rhamnose.degradation.I.unclassified	Diagnosis	IPF	-0.297984262058073	0.264224739635567	19	19	0.275083882553922	0.665525522307877
PWY.5097..L.lysine.biosynthesis.VI.g__Bifidobacterium.s__Bifidobacterium_adolescentis	Diagnosis	IPF	1.37280805306124	1.2198017545326	19	7	0.276043278596658	0.665559638046748
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Roseburia.s__Roseburia_faecis	Diagnosis	IPF	-1.26533272067915	1.12631886371761	19	13	0.276872809427447	0.665559638046748
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Coprococcus.s__Coprococcus_comes	Diagnosis	IPF	0.695542768645522	0.620779162821375	19	9	0.278108058390797	0.666393111160057
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_salyersiae	Diagnosis	IPF	-0.488785383959525	0.438960545293006	19	5	0.280988055409047	0.669019179545351
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Flavonifractor.s__Flavonifractor_plautii	Diagnosis	IPF	-0.490718271693305	0.44022957434454	19	3	0.280495693544804	0.669019179545351
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_thetaiotaomicron	Diagnosis	IPF	-0.901760913649324	0.81349739205525	19	15	0.283083217859225	0.671874725931704
PWY.702..L.methionine.biosynthesis.II.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.379336125972527	0.347206453658012	19	3	0.289838282764311	0.685737262060673
PWY.7237..myo...chiro..and.scyllo.inositol.degradation.g__Blautia.s__Blautia_sp	Diagnosis	IPF	1.03737540438491	0.95345846811333	19	14	0.291774475047718	0.688147346810655
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_thetaiotaomicron	Diagnosis	IPF	-0.824167574926622	0.759357367360342	19	16	0.292919122008944	0.688681321337642
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.324341637017826	0.300973754719257	19	3	0.296248894884042	0.694223722026392
PWY.6630..superpathway.of.L.tyrosine.biosynthesis.g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	0.630842397487318	0.586493469488366	19	3	0.297127753027296	0.694223722026392
LACTOSECAT.PWY..lactose.and.galactose.degradation.I.unclassified	Diagnosis	IPF	0.415804237883763	0.388522338955572	19	18	0.299480892882062	0.697548663545176
LACTOSECAT.PWY..lactose.and.galactose.degradation.I.g__Streptococcus.s__Streptococcus_australis	Diagnosis	IPF	0.413719505972499	0.390500658781261	19	5	0.304212532064815	0.700197498573805
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_sp_CAG_144	Diagnosis	IPF	-0.477980026433005	0.44992610210334	19	4	0.302935067010587	0.700197498573805
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Blautia.s__Ruminococcus_gnavus	Diagnosis	IPF	0.464033739777968	0.438079411266638	19	3	0.304306939881264	0.700197498573805
PWY.7977..L.methionine.biosynthesis.IV.g__Roseburia.s__Roseburia_hominis	Diagnosis	IPF	-0.686369114439111	0.648042156901006	19	3	0.304352512713414	0.700197498573805
P125.PWY..superpathway.of..R.R..butanediol.biosynthesis.g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	-0.993016683644575	0.954225408679924	19	7	0.31261191844077	0.716999812937546
PWY.5097..L.lysine.biosynthesis.VI.g__Ruminococcus.s__Ruminococcus_lactaris	Diagnosis	IPF	-0.359636165433207	0.348027404399836	19	3	0.315914925454795	0.719312397204002
PWY.6630..superpathway.of.L.tyrosine.biosynthesis.g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	-0.524405227718027	0.507951829547948	19	3	0.316353296021125	0.719312397204002
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Bifidobacterium.s__Bifidobacterium_adolescentis	Diagnosis	IPF	1.29056764952049	1.25045944945907	19	7	0.316497454769761	0.719312397204002
PWY.5367..petroselinate.biosynthesis.unclassified	Diagnosis	IPF	0.735287631512516	0.717808088708441	19	7	0.320025652676614	0.722949516588737
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Ruminococcus.s__Ruminococcus_sp_CAG_254	Diagnosis	IPF	0.269914580920958	0.263283208111997	19	3	0.319642432614351	0.722949516588737
P621.PWY..nylon.6.oligomer.degradation.unclassified	Diagnosis	IPF	0.52788617888992	0.516946077614942	19	4	0.321490273681328	0.724077192975965
PWY.5097..L.lysine.biosynthesis.VI.g__Dorea.s__Dorea_sp_CAG_317	Diagnosis	IPF	-0.362393485675533	0.355870702941085	19	3	0.322796063254719	0.724841459404309
PWY.6897..thiamine.diphosphate.salvage.II.g__Prevotella.s__Prevotella_copri	Diagnosis	IPF	-0.670085834300374	0.665871291704223	19	4	0.3283670519292	0.727930220942061
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Coprococcus.s__Coprococcus_catus	Diagnosis	IPF	0.538435216557615	0.532032701831945	19	12	0.325710161518724	0.727930220942061
PWY.7237..myo...chiro..and.scyllo.inositol.degradation.g__Agathobaculum.s__Agathobaculum_butyriciproducens	Diagnosis	IPF	-0.658486151719307	0.655260392920116	19	10	0.329024459865812	0.727930220942061
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.275806992342524	0.273245824631085	19	3	0.326947557220555	0.727930220942061
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Roseburia.s__Roseburia_inulinivorans	Diagnosis	IPF	-0.507964981903864	0.505215796523781	19	7	0.328781888660088	0.727930220942061
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_xylanisolvens	Diagnosis	IPF	-0.910072366251278	0.909047981805718	19	9	0.330803371464723	0.728614405852376
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Roseburia.s__Roseburia_hominis	Diagnosis	IPF	-0.575764976017143	0.575696289166743	19	3	0.331276683194213	0.728614405852376
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Agathobaculum.s__Agathobaculum_butyriciproducens	Diagnosis	IPF	-0.650433393801849	0.658157498903776	19	9	0.336881639810881	0.734675954201013
PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate..unclassified	Diagnosis	IPF	0.235487232384216	0.237447281639419	19	3	0.335228896094652	0.734675954201013
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Prevotella.s__Prevotella_copri	Diagnosis	IPF	-1.27699134045346	1.29464246114588	19	5	0.337785130488546	0.734675954201013
PWY.7977..L.methionine.biosynthesis.IV.g__Coprococcus.s__Coprococcus_eutactus	Diagnosis	IPF	-0.406065674818233	0.41182375810191	19	3	0.337950938932466	0.734675954201013
PWY.7977..L.methionine.biosynthesis.IV.g__Eubacterium.s__Eubacterium_hallii	Diagnosis	IPF	-0.749778291421195	0.777566549093542	19	15	0.348431686183261	0.755270996061981
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Tyzzerella.s__Tyzzerella_sp	Diagnosis	IPF	-0.877365995297345	0.919734722136667	19	8	0.353485659585282	0.764017996221792
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	1.05506468907679	1.11293492216544	19	9	0.356410789930282	0.768126702435953
PWY.5913..partial.TCA.cycle..obligate.autotrophs..g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.450785481682991	0.478208030514714	19	3	0.359061607786598	0.768417474446088
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Streptococcus.s__Streptococcus_australis	Diagnosis	IPF	0.206344192734172	0.219267855265948	19	3	0.35985535779843	0.768417474446088
PWY.7977..L.methionine.biosynthesis.IV.g__Prevotella.s__Prevotella_copri	Diagnosis	IPF	-0.639221724496538	0.678389390387605	19	4	0.359256426217944	0.768417474446088
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Anaerostipes.s__Anaerostipes_hadrus	Diagnosis	IPF	-0.875097061955567	0.931472539102388	19	13	0.360643934673364	0.768417474446088
PWY.5097..L.lysine.biosynthesis.VI.g__Coprococcus.s__Coprococcus_catus	Diagnosis	IPF	0.643472956907871	0.700369085263234	19	12	0.371072435887728	0.78628777673474
PWY.7977..L.methionine.biosynthesis.IV.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.355019541211055	0.387278538836544	19	3	0.372120215604274	0.78628777673474
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Eubacterium.s__Eubacterium_eligens	Diagnosis	IPF	-0.819195771744305	0.893739528666023	19	8	0.37217621432111	0.78628777673474
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Eggerthella.s__Eggerthella_lenta	Diagnosis	IPF	-0.287649619217655	0.318697816810679	19	3	0.3793611814813	0.79921597222184
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli..g__Collinsella.s__Collinsella_aerofaciens	Diagnosis	IPF	0.750547583250497	0.834299276935534	19	11	0.380892305162155	0.800193918407889
PWY.7977..L.methionine.biosynthesis.IV.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	Diagnosis	IPF	-0.577388862452838	0.651307730571571	19	11	0.387713611565644	0.805867478169017
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Alistipes.s__Alistipes_inops	Diagnosis	IPF	-0.496662793375212	0.560460942147536	19	5	0.38789087949202	0.805867478169017
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Blautia.s__Ruminococcus_torques	Diagnosis	IPF	0.726070365759557	0.816973293838125	19	14	0.386549952945177	0.805867478169017
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Roseburia.s__Roseburia_sp_CAG_100	Diagnosis	IPF	0.581459136831153	0.652987507248934	19	2	0.385647985132588	0.805867478169017
PWY.2941..L.lysine.biosynthesis.II.g__Roseburia.s__Roseburia_hominis	Diagnosis	IPF	-0.467445982406206	0.529174182306942	19	3	0.389368669663497	0.806703044882937
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Ruminococcaceae_unclassified.s__Ruminococcaceae_bacterium_KLE1738	Diagnosis	IPF	-0.529474578502332	0.60810593965962	19	7	0.396050043177004	0.80904544243427
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Roseburia.s__Roseburia_hominis	Diagnosis	IPF	-0.511132753874589	0.588140872714755	19	3	0.396915769956554	0.80904544243427
PWY.702..L.methionine.biosynthesis.II.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	Diagnosis	IPF	0.527381674604155	0.6025845333699	19	2	0.393663094394874	0.80904544243427
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	Diagnosis	IPF	0.515603423583152	0.59162324766074	19	2	0.395619237678929	0.80904544243427
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_ovatus	Diagnosis	IPF	1.23852938892973	1.42530060699459	19	12	0.396971630421082	0.80904544243427
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Dialister.s__Dialister_sp_CAG_357	Diagnosis	IPF	-0.306277241801915	0.348782253406007	19	4	0.392113800739569	0.80904544243427
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Clostridium.s__Clostridium_sp_AF36_4	Diagnosis	IPF	-0.22412073499718	0.260016332336294	19	3	0.400711331537	0.812252699061486
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_vulgatus	Diagnosis	IPF	-1.10079429048287	1.2749407002432	19	12	0.399930955234809	0.812252699061486
PWY.5097..L.lysine.biosynthesis.VI.g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_10	Diagnosis	IPF	0.466697520879044	0.546185726793007	19	2	0.40472736619006	0.815982593125121
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Erysipelatoclostridium.s__Clostridium_spiroforme	Diagnosis	IPF	0.197523457850336	0.230660137590019	19	3	0.403719503941235	0.815982593125121
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli..g__Escherichia.s__Escherichia_coli	Diagnosis	IPF	0.50784948283712	0.614349959844681	19	4	0.419889911293631	0.815991088720449
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli..unclassified	Diagnosis	IPF	0.243001118963837	0.289607563630524	19	19	0.413073766933255	0.815991088720449
PWY.4041...gamma..glutamyl.cycle.g__Streptococcus.s__Streptococcus_australis	Diagnosis	IPF	0.358166778009325	0.43184371694993	19	4	0.418378136423771	0.815991088720449
PWY.5097..L.lysine.biosynthesis.VI.g__Blautia.s__Ruminococcus_gnavus	Diagnosis	IPF	0.58168890961157	0.692433990697128	19	4	0.412531737428544	0.815991088720449
PWY.5484..glycolysis.II..from.fructose.6.phosphate..g__Bacteroides.s__Bacteroides_salyersiae	Diagnosis	IPF	-0.790861095485431	0.953811337210248	19	6	0.41850522976106	0.815991088720449
PWY.6549..L.glutamine.biosynthesis.III.unclassified	Diagnosis	IPF	0.273413575738719	0.324588015332456	19	18	0.411291859442492	0.815991088720449
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Alistipes.s__Alistipes_inops	Diagnosis	IPF	-0.418016097624954	0.49500377616992	19	4	0.410133735119232	0.815991088720449
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Agathobaculum.s__Agathobaculum_butyriciproducens	Diagnosis	IPF	-0.552763346529587	0.664998995360038	19	10	0.417369578984988	0.815991088720449
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	Diagnosis	IPF	0.814937405003294	0.985470730238711	19	17	0.419720545733618	0.815991088720449
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.g__Blautia.s__Blautia_sp_AF19_10LB	Diagnosis	IPF	-0.454988814005921	0.543089300982584	19	5	0.413778827942792	0.815991088720449
PWY66.409..superpathway.of.purine.nucleotide.salvage.g__Streptococcus.s__Streptococcus_thermophilus	Diagnosis	IPF	-0.482053772449036	0.579395605247928	19	4	0.416946808844417	0.815991088720449
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Blautia.s__Ruminococcus_gnavus	Diagnosis	IPF	0.597855328353581	0.713695362898678	19	4	0.413827559553558	0.815991088720449
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Ruminococcus.s__Ruminococcus_bicirculans	Diagnosis	IPF	-0.93845453465831	1.13543972042768	19	6	0.419963413661458	0.815991088720449
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Bifidobacterium.s__Bifidobacterium_adolescentis	Diagnosis	IPF	1.33607497792853	1.57602342665225	19	8	0.408354529377794	0.815991088720449
PWY.5981..CDP.diacylglycerol.biosynthesis.III.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.393380425806499	0.478358007541784	19	2	0.422259732079697	0.81622370891694
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Eubacterium.s__Eubacterium_ventriosum	Diagnosis	IPF	-0.200168750002192	0.243283675761747	19	3	0.422025371719039	0.81622370891694
PWY.5097..L.lysine.biosynthesis.VI.g__Bacteroides.s__Bacteroides_vulgatus	Diagnosis	IPF	-1.17182391456995	1.42909306592298	19	12	0.423577353378048	0.816665848415261
GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate..g__Bacteroides.s__Bacteroides_salyersiae	Diagnosis	IPF	-0.778707667975384	0.958556328238952	19	6	0.427806373734947	0.821967552400589
LACTOSECAT.PWY..lactose.and.galactose.degradation.I.g__Collinsella.s__Collinsella_aerofaciens	Diagnosis	IPF	1.0911823078527	1.3626662980967	19	14	0.434314162547047	0.821967552400589
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Eggerthella.s__Eggerthella_lenta	Diagnosis	IPF	-0.263224169072931	0.325310606674628	19	4	0.429610399568985	0.821967552400589
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_114	Diagnosis	IPF	-0.613980350012608	0.766869421623542	19	6	0.434391815360765	0.821967552400589
PWY.5097..L.lysine.biosynthesis.VI.g__Intestinibacter.s__Intestinibacter_bartlettii	Diagnosis	IPF	0.395205691059295	0.489497685101324	19	4	0.4306056534474	0.821967552400589
PWY.7234..inosine.5..phosphate.biosynthesis.III.unclassified	Diagnosis	IPF	0.390281011118133	0.488226445619135	19	18	0.435094824404045	0.821967552400589
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Eubacterium.s__Eubacterium_sp_CAG_252	Diagnosis	IPF	0.353898145157902	0.442024593267251	19	2	0.434393059780306	0.821967552400589
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Roseburia.s__Roseburia_sp_CAG_10041_57	Diagnosis	IPF	0.355949882955901	0.443908608484038	19	2	0.433703699023865	0.821967552400589
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_dorei	Diagnosis	IPF	-0.752301789807062	1.02744366786032	19	12	0.474016687157276	0.825534770275227
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Butyricimonas.s__Butyricimonas_sp	Diagnosis	IPF	0.281568936381661	0.37597260294537	19	2	0.464149601431715	0.825534770275227
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Butyricimonas.s__Butyricimonas_synergistica	Diagnosis	IPF	-0.50040103337682	0.644959954993625	19	4	0.448489376057258	0.825534770275227
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway.unclassified	Diagnosis	IPF	-0.713879133864697	0.945367657510947	19	15	0.460503441664875	0.825534770275227
HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent..g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.281137159486854	0.373844238847808	19	3	0.46232677373552	0.825534770275227
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside..unclassified	Diagnosis	IPF	0.663969246338265	0.892514623177196	19	8	0.467077095293796	0.825534770275227
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae	Diagnosis	IPF	0.370692641481687	0.483155529329812	19	8	0.453467898931925	0.825534770275227
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_finegoldii	Diagnosis	IPF	-0.44831470151325	0.600678140191456	19	2	0.465654252998742	0.825534770275227
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_ovatus	Diagnosis	IPF	1.03536444628159	1.34109886514576	19	12	0.450698272332261	0.825534770275227
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_salyersiae	Diagnosis	IPF	-0.491774672918853	0.649024850586161	19	6	0.458997983161879	0.825534770275227
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_vulgatus	Diagnosis	IPF	-1.21893114184657	1.64771038533304	19	12	0.469531451936839	0.825534770275227
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Butyricimonas.s__Butyricimonas_virosa	Diagnosis	IPF	-0.183897170445121	0.260074538425149	19	4	0.489088223887014	0.825534770275227
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_10	Diagnosis	IPF	0.271869574846763	0.367180201519158	19	2	0.46914563995109	0.825534770275227
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Clostridium.s__Clostridium_sp_44_14	Diagnosis	IPF	0.264490918901667	0.360504154778954	19	2	0.473147797088526	0.825534770275227
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Clostridium.s__Clostridium_sp_CAG_277	Diagnosis	IPF	0.258975733902186	0.355521686147959	19	2	0.476260564690308	0.825534770275227
PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Dorea.s__Dorea_longicatena	Diagnosis	IPF	0.315129975749516	0.446265732874335	19	6	0.489661036659467	0.825534770275227
PWY.2941..L.lysine.biosynthesis.II.g__Intestinibacter.s__Intestinibacter_bartlettii	Diagnosis	IPF	0.415574181090879	0.539399322218943	19	4	0.451614531410532	0.825534770275227
PWY.2941..L.lysine.biosynthesis.II.g__Lactobacillus.s__Lactobacillus_casei_group	Diagnosis	IPF	0.336866576342604	0.426404707234856	19	2	0.440399793558126	0.825534770275227
